date,line,total_incidents,weather_related_incidents,avg_delay_min,disrupted_trains,data_source,month_total_real
2024-06-07,L,3,0,10.2,31,real_monthly_downscaled,88
2024-06-08,L,2,0,8.7,27,real_monthly_downscaled,88
2024-06-09,L,3,0,9.1,31,real_monthly_downscaled,88
2024-06-10,L,3,0,7.6,32,real_monthly_downscaled,88
2024-06-11,L,2,0,10.1,26,real_monthly_downscaled,88
2024-06-12,L,3,0,8.8,31,real_monthly_downscaled,88
2024-06-13,L,3,0,8.0,31,real_monthly_downscaled,88
2024-06-14,L,3,0,10.4,29,real_monthly_downscaled,88
2024-06-15,L,3,0,8.0,31,real_monthly_downscaled,88
2024-06-16,L,3,0,8.8,28,real_monthly_downscaled,88
2024-06-17,L,3,0,6.7,29,real_monthly_downscaled,88
2024-06-18,L,3,0,7.6,28,real_monthly_downscaled,88
2024-06-19,L,3,0,9.7,33,real_monthly_downscaled,88
2024-06-20,L,3,0,13.4,36,real_monthly_downscaled,88
2024-06-21,L,3,0,13.6,33,real_monthly_downscaled,88
2024-06-22,L,3,0,13.4,37,real_monthly_downscaled,88
2024-06-23,L,4,0,13.4,38,real_monthly_downscaled,88
2024-06-24,L,3,0,7.7,32,real_monthly_downscaled,88
2024-06-25,L,3,0,12.8,30,real_monthly_downscaled,88
2024-06-26,L,3,0,13.1,38,real_monthly_downscaled,88
2024-06-27,L,3,0,8.1,29,real_monthly_downscaled,88
2024-06-28,L,3,0,9.2,30,real_monthly_downscaled,88
2024-06-29,L,3,0,9.1,29,real_monthly_downscaled,88
2024-06-30,L,3,0,15.5,34,real_monthly_downscaled,88
2024-06-01,M,5,0,10.4,33,real_monthly_downscaled,170
2024-06-02,M,5,0,9.4,32,real_monthly_downscaled,170
2024-06-03,M,5,0,5.8,32,real_monthly_downscaled,170
2024-06-04,M,6,0,6.9,40,real_monthly_downscaled,170
2024-06-05,M,5,0,8.3,32,real_monthly_downscaled,170
2024-06-06,M,7,0,13.7,52,real_monthly_downscaled,170
2024-06-07,M,5,0,10.5,35,real_monthly_downscaled,170
2024-06-08,M,5,0,8.5,33,real_monthly_downscaled,170
2024-06-09,M,6,0,9.3,39,real_monthly_downscaled,170
2024-06-10,M,5,0,5.2,38,real_monthly_downscaled,170
2024-06-11,M,6,0,7.9,42,real_monthly_downscaled,170
2024-06-12,M,6,0,9.5,40,real_monthly_downscaled,170
2024-06-13,M,5,0,11.3,35,real_monthly_downscaled,170
2024-06-14,M,5,0,6.5,33,real_monthly_downscaled,170
2024-06-15,M,6,0,8.2,39,real_monthly_downscaled,170
2024-06-16,M,5,0,5.9,36,real_monthly_downscaled,170
2024-06-17,M,5,0,8.2,34,real_monthly_downscaled,170
2024-06-18,M,5,0,10.1,38,real_monthly_downscaled,170
2024-06-19,M,6,0,9.9,39,real_monthly_downscaled,170
2024-06-20,M,6,0,13.4,44,real_monthly_downscaled,170
2024-06-21,M,7,0,13.1,50,real_monthly_downscaled,170
2024-06-22,M,6,0,17.4,41,real_monthly_downscaled,170
2024-06-23,M,7,0,13.2,50,real_monthly_downscaled,170
2024-06-24,M,5,0,7.7,33,real_monthly_downscaled,170
2024-06-25,M,7,0,12.7,49,real_monthly_downscaled,170
2024-06-26,M,7,0,11.3,46,real_monthly_downscaled,170
2024-06-27,M,5,0,9.2,33,real_monthly_downscaled,170
2024-06-28,M,4,0,9.5,32,real_monthly_downscaled,170
2024-06-29,M,6,0,9.4,41,real_monthly_downscaled,170
2024-06-30,M,7,0,14.7,52,real_monthly_downscaled,170
2024-06-01,N,12,0,5.5,77,real_monthly_downscaled,413
2024-06-02,N,13,0,9.8,85,real_monthly_downscaled,413
2024-06-03,N,13,0,8.3,86,real_monthly_downscaled,413
2024-06-04,N,14,0,9.1,91,real_monthly_downscaled,413
2024-06-05,N,14,0,8.4,93,real_monthly_downscaled,413
2024-06-06,N,20,0,10.2,127,real_monthly_downscaled,413
2024-06-07,N,13,0,7.9,86,real_monthly_downscaled,413
2024-06-08,N,13,0,7.3,84,real_monthly_downscaled,413
2024-06-09,N,13,0,8.8,86,real_monthly_downscaled,413
2024-06-10,N,14,0,9.2,88,real_monthly_downscaled,413
2024-06-11,N,14,0,11.7,89,real_monthly_downscaled,413
2024-06-12,N,12,0,9.2,77,real_monthly_downscaled,413
2024-06-13,N,13,0,7.7,87,real_monthly_downscaled,413
2024-06-14,N,12,0,7.9,74,real_monthly_downscaled,413
2024-06-15,N,11,0,9.3,72,real_monthly_downscaled,413
2024-06-16,N,14,0,9.8,89,real_monthly_downscaled,413
2024-06-17,N,13,0,6.6,84,real_monthly_downscaled,413
2024-06-18,N,13,0,8.1,81,real_monthly_downscaled,413
2024-06-19,N,12,0,8.3,79,real_monthly_downscaled,413
2024-06-20,N,15,0,11.1,95,real_monthly_downscaled,413
2024-06-21,N,16,0,14.6,105,real_monthly_downscaled,413
2024-06-22,N,14,0,13.8,89,real_monthly_downscaled,413
2024-06-23,N,17,0,13.2,108,real_monthly_downscaled,413
2024-06-24,N,13,0,8.9,81,real_monthly_downscaled,413
2024-06-25,N,16,0,14.5,106,real_monthly_downscaled,413
2024-06-26,N,14,0,16.4,88,real_monthly_downscaled,413
2024-06-27,N,12,0,9.5,79,real_monthly_downscaled,413
2024-06-28,N,12,0,6.8,79,real_monthly_downscaled,413
2024-06-29,N,13,0,12.7,84,real_monthly_downscaled,413
2024-06-30,N,18,0,11.8,114,real_monthly_downscaled,413
2024-06-01,Q,8,0,9.7,52,real_monthly_downscaled,300
2024-06-02,Q,10,0,8.9,58,real_monthly_downscaled,300
2024-06-03,Q,9,0,8.2,53,real_monthly_downscaled,300
2024-06-04,Q,8,0,9.6,50,real_monthly_downscaled,300
2024-06-05,Q,9,0,8.9,53,real_monthly_downscaled,300
2024-06-06,Q,12,0,18.0,72,real_monthly_downscaled,300
2024-06-07,Q,10,0,10.0,60,real_monthly_downscaled,300
2024-06-08,Q,9,0,7.7,52,real_monthly_downscaled,300
2024-06-09,Q,11,0,5.9,65,real_monthly_downscaled,300
2024-06-10,Q,9,0,7.5,54,real_monthly_downscaled,300
2024-06-11,Q,11,0,5.4,65,real_monthly_downscaled,300
2024-06-12,Q,9,0,9.5,56,real_monthly_downscaled,300
2024-06-13,Q,10,0,8.1,61,real_monthly_downscaled,300
2024-06-14,Q,10,0,7.3,61,real_monthly_downscaled,300
2024-06-15,Q,9,0,9.4,54,real_monthly_downscaled,300
2024-06-16,Q,9,0,7.9,56,real_monthly_downscaled,300
2024-06-17,Q,9,0,9.1,53,real_monthly_downscaled,300
2024-06-18,Q,11,0,8.1,64,real_monthly_downscaled,300
2024-06-19,Q,11,0,8.6,64,real_monthly_downscaled,300
2024-06-20,Q,11,0,15.4,69,real_monthly_downscaled,300
2024-06-21,Q,12,0,14.9,70,real_monthly_downscaled,300
2024-06-22,Q,11,0,15.6,68,real_monthly_downscaled,300
2024-06-23,Q,11,0,14.0,68,real_monthly_downscaled,300
2024-06-24,Q,8,0,5.8,50,real_monthly_downscaled,300
2024-06-25,Q,12,0,12.5,75,real_monthly_downscaled,300
2024-06-26,Q,13,0,11.1,78,real_monthly_downscaled,300
2024-06-27,Q,9,0,9.9,55,real_monthly_downscaled,300
2024-06-28,Q,9,0,8.5,57,real_monthly_downscaled,300
2024-06-29,Q,8,0,10.4,49,real_monthly_downscaled,300
2024-06-30,Q,12,0,15.1,75,real_monthly_downscaled,300
2024-06-01,R,7,0,10.2,44,real_monthly_downscaled,260
2024-06-02,R,9,0,9.6,55,real_monthly_downscaled,260
2024-06-03,R,9,0,9.6,59,real_monthly_downscaled,260
2024-06-04,R,7,0,7.9,46,real_monthly_downscaled,260
2024-06-05,R,9,0,6.2,58,real_monthly_downscaled,260
2024-06-06,R,10,0,12.3,64,real_monthly_downscaled,260
2024-06-07,R,8,0,11.8,53,real_monthly_downscaled,260
2024-06-08,R,8,0,8.1,53,real_monthly_downscaled,260
2024-06-09,R,8,0,10.9,48,real_monthly_downscaled,260
2024-06-10,R,7,0,9.3,45,real_monthly_downscaled,260
2024-06-11,R,8,0,8.5,47,real_monthly_downscaled,260
2024-06-12,R,8,0,7.1,50,real_monthly_downscaled,260
2024-06-13,R,8,0,7.4,47,real_monthly_downscaled,260
2024-06-14,R,9,0,8.3,55,real_monthly_downscaled,260
2024-06-15,R,8,0,8.3,52,real_monthly_downscaled,260
2024-06-16,R,8,0,9.3,50,real_monthly_downscaled,260
2024-06-17,R,8,0,7.5,48,real_monthly_downscaled,260
2024-06-18,R,9,0,7.5,55,real_monthly_downscaled,260
2024-06-19,R,9,0,9.8,58,real_monthly_downscaled,260
2024-06-20,R,11,0,16.3,68,real_monthly_downscaled,260
2024-06-21,R,10,0,13.6,63,real_monthly_downscaled,260
2024-06-22,R,9,0,14.2,56,real_monthly_downscaled,260
2024-06-23,R,11,0,13.3,71,real_monthly_downscaled,260
2024-06-24,R,8,0,8.4,52,real_monthly_downscaled,260
2024-06-25,R,9,0,13.2,56,real_monthly_downscaled,260
2024-06-26,R,11,0,13.0,69,real_monthly_downscaled,260
2024-06-27,R,8,0,9.3,48,real_monthly_downscaled,260
2024-06-28,R,8,0,9.4,49,real_monthly_downscaled,260
2024-06-29,R,9,0,8.1,54,real_monthly_downscaled,260
2024-06-30,R,9,0,12.6,59,real_monthly_downscaled,260
2024-06-01,S 42ND,0,0,6.9,3,real_monthly_downscaled,3
2024-06-02,S 42ND,0,0,8.0,3,real_monthly_downscaled,3
2024-06-03,S 42ND,0,0,7.3,3,real_monthly_downscaled,3
2024-06-04,S 42ND,0,0,7.8,3,real_monthly_downscaled,3
2024-06-05,S 42ND,0,0,7.8,3,real_monthly_downscaled,3
2024-06-06,S 42ND,0,0,13.1,4,real_monthly_downscaled,3
2024-06-07,S 42ND,0,0,6.4,3,real_monthly_downscaled,3
2024-06-08,S 42ND,0,0,7.9,3,real_monthly_downscaled,3
2024-06-09,S 42ND,0,0,9.9,3,real_monthly_downscaled,3
2024-06-10,S 42ND,0,0,11.1,3,real_monthly_downscaled,3
2024-06-11,S 42ND,0,0,6.8,3,real_monthly_downscaled,3
2024-06-12,S 42ND,0,0,10.1,3,real_monthly_downscaled,3
2024-06-13,S 42ND,0,0,11.9,4,real_monthly_downscaled,3
2024-06-14,S 42ND,0,0,8.2,3,real_monthly_downscaled,3
2024-06-15,S 42ND,0,0,9.3,3,real_monthly_downscaled,3
2024-06-16,S 42ND,0,0,10.0,3,real_monthly_downscaled,3
2024-06-17,S 42ND,0,0,7.8,3,real_monthly_downscaled,3
2024-06-18,S 42ND,0,0,9.9,3,real_monthly_downscaled,3
2024-06-19,S 42ND,0,0,8.2,3,real_monthly_downscaled,3
2024-06-20,S 42ND,1,0,14.9,4,real_monthly_downscaled,3
2024-06-21,S 42ND,1,0,15.8,4,real_monthly_downscaled,3
2024-06-22,S 42ND,0,0,15.4,4,real_monthly_downscaled,3
2024-06-23,S 42ND,0,0,13.0,4,real_monthly_downscaled,3
2024-06-24,S 42ND,0,0,9.4,3,real_monthly_downscaled,3
2024-06-25,S 42ND,1,0,12.8,4,real_monthly_downscaled,3
2024-06-26,S 42ND,0,0,11.8,3,real_monthly_downscaled,3
2024-06-27,S 42ND,0,0,8.2,3,real_monthly_downscaled,3
2024-06-28,S 42ND,0,0,9.7,4,real_monthly_downscaled,3
2024-06-29,S 42ND,0,0,8.1,3,real_monthly_downscaled,3
2024-06-30,S 42ND,0,0,15.7,4,real_monthly_downscaled,3
2024-06-01,S FKLN,0,0,6.2,1,real_monthly_downscaled,2
2024-06-02,S FKLN,0,0,7.3,0,real_monthly_downscaled,2
2024-06-03,S FKLN,0,0,8.3,0,real_monthly_downscaled,2
2024-06-04,S FKLN,0,0,6.3,1,real_monthly_downscaled,2
2024-06-05,S FKLN,0,0,10.2,1,real_monthly_downscaled,2
2024-06-06,S FKLN,0,0,15.2,1,real_monthly_downscaled,2
2024-06-07,S FKLN,0,0,8.3,1,real_monthly_downscaled,2
2024-06-08,S FKLN,0,0,7.5,0,real_monthly_downscaled,2
2024-06-09,S FKLN,0,0,8.4,0,real_monthly_downscaled,2
2024-06-10,S FKLN,0,0,10.7,0,real_monthly_downscaled,2
2024-06-11,S FKLN,0,0,9.4,1,real_monthly_downscaled,2
2024-06-12,S FKLN,0,0,5.8,0,real_monthly_downscaled,2
2024-06-13,S FKLN,0,0,5.1,1,real_monthly_downscaled,2
2024-06-14,S FKLN,0,0,7.1,1,real_monthly_downscaled,2
2024-06-15,S FKLN,0,0,8.4,0,real_monthly_downscaled,2
2024-06-16,S FKLN,0,0,5.9,1,real_monthly_downscaled,2
2024-06-17,S FKLN,0,0,8.2,0,real_monthly_downscaled,2
2024-06-18,S FKLN,0,0,6.0,1,real_monthly_downscaled,2
2024-06-19,S FKLN,0,0,8.5,1,real_monthly_downscaled,2
2024-06-20,S FKLN,0,0,13.8,1,real_monthly_downscaled,2
2024-06-21,S FKLN,1,0,16.1,1,real_monthly_downscaled,2
2024-06-22,S FKLN,0,0,13.3,1,real_monthly_downscaled,2
2024-06-23,S FKLN,0,0,13.0,1,real_monthly_downscaled,2
2024-06-24,S FKLN,0,0,10.5,0,real_monthly_downscaled,2
2024-06-25,S FKLN,1,0,14.5,1,real_monthly_downscaled,2
2024-06-26,S FKLN,0,0,13.6,1,real_monthly_downscaled,2
2024-06-27,S FKLN,0,0,8.0,1,real_monthly_downscaled,2
2024-06-28,S FKLN,0,0,11.1,0,real_monthly_downscaled,2
2024-06-29,S FKLN,0,0,7.4,0,real_monthly_downscaled,2
2024-06-30,S FKLN,0,0,11.3,1,real_monthly_downscaled,2
2024-06-01,S ROCK,2,0,10.5,5,real_monthly_downscaled,73
2024-06-02,S ROCK,2,0,7.7,6,real_monthly_downscaled,73
2024-06-03,S ROCK,2,0,7.9,5,real_monthly_downscaled,73
2024-06-04,S ROCK,2,0,7.0,5,real_monthly_downscaled,73
2024-06-05,S ROCK,3,0,7.2,6,real_monthly_downscaled,73
2024-06-06,S ROCK,3,0,15.3,9,real_monthly_downscaled,73
2024-06-07,S ROCK,3,0,9.0,6,real_monthly_downscaled,73
2024-06-08,S ROCK,2,0,8.4,6,real_monthly_downscaled,73
2024-06-09,S ROCK,2,0,11.6,5,real_monthly_downscaled,73
2024-06-10,S ROCK,2,0,8.7,6,real_monthly_downscaled,73
2024-06-11,S ROCK,3,0,8.5,6,real_monthly_downscaled,73
2024-06-12,S ROCK,3,0,6.8,6,real_monthly_downscaled,73
2024-06-13,S ROCK,3,0,7.3,6,real_monthly_downscaled,73
2024-06-14,S ROCK,2,0,7.1,6,real_monthly_downscaled,73
2024-06-15,S ROCK,2,0,7.5,6,real_monthly_downscaled,73
2024-06-16,S ROCK,2,0,7.8,6,real_monthly_downscaled,73
2024-06-17,S ROCK,2,0,8.1,6,real_monthly_downscaled,73
2024-06-18,S ROCK,2,0,9.5,6,real_monthly_downscaled,73
2024-06-19,S ROCK,2,0,8.5,6,real_monthly_downscaled,73
2024-06-20,S ROCK,3,0,16.2,7,real_monthly_downscaled,73
2024-06-21,S ROCK,3,0,14.4,8,real_monthly_downscaled,73
2024-06-22,S ROCK,3,0,12.4,6,real_monthly_downscaled,73
2024-06-23,S ROCK,3,0,14.2,6,real_monthly_downscaled,73
2024-06-24,S ROCK,2,0,8.7,5,real_monthly_downscaled,73
2024-06-25,S ROCK,3,0,15.6,8,real_monthly_downscaled,73
2024-06-26,S ROCK,3,0,14.7,8,real_monthly_downscaled,73
2024-06-27,S ROCK,3,0,8.6,6,real_monthly_downscaled,73
2024-06-28,S ROCK,2,0,11.1,6,real_monthly_downscaled,73
2024-06-29,S ROCK,2,0,9.3,6,real_monthly_downscaled,73
2024-06-30,S ROCK,2,0,14.4,6,real_monthly_downscaled,73
2024-07-01,1,10,0,10.3,74,real_monthly_downscaled,349
2024-07-02,1,10,0,11.6,74,real_monthly_downscaled,349
2024-07-03,1,9,0,11.0,66,real_monthly_downscaled,349
2024-07-04,1,9,0,10.4,64,real_monthly_downscaled,349
2024-07-05,1,15,0,16.1,105,real_monthly_downscaled,349
2024-07-06,1,14,0,16.2,99,real_monthly_downscaled,349
2024-07-07,1,12,0,12.1,86,real_monthly_downscaled,349
2024-07-08,1,11,0,13.9,79,real_monthly_downscaled,349
2024-07-09,1,11,0,6.6,77,real_monthly_downscaled,349
2024-07-10,1,11,0,9.3,82,real_monthly_downscaled,349
2024-07-11,1,13,0,13.1,92,real_monthly_downscaled,349
2024-07-12,1,11,0,8.3,78,real_monthly_downscaled,349
2024-07-13,1,16,0,13.1,114,real_monthly_downscaled,349
2024-07-14,1,10,0,4.8,74,real_monthly_downscaled,349
2024-07-15,1,14,0,10.6,101,real_monthly_downscaled,349
2024-07-16,1,12,0,14.8,88,real_monthly_downscaled,349
2024-07-17,1,12,0,12.5,85,real_monthly_downscaled,349
2024-07-18,1,11,0,10.0,82,real_monthly_downscaled,349
2024-07-19,1,12,0,8.3,84,real_monthly_downscaled,349
2024-07-20,1,9,0,6.1,64,real_monthly_downscaled,349
2024-07-21,1,11,0,6.4,77,real_monthly_downscaled,349
2024-07-22,1,11,0,7.5,79,real_monthly_downscaled,349
2024-07-23,1,11,0,7.1,82,real_monthly_downscaled,349
2024-07-24,1,11,0,8.4,78,real_monthly_downscaled,349
2024-07-25,1,11,0,8.9,81,real_monthly_downscaled,349
2024-07-26,1,11,0,9.0,79,real_monthly_downscaled,349
2024-07-27,1,10,0,8.8,72,real_monthly_downscaled,349
2024-07-28,1,9,0,9.8,66,real_monthly_downscaled,349
2024-07-29,1,11,0,10.0,83,real_monthly_downscaled,349
2024-07-30,1,12,0,7.1,84,real_monthly_downscaled,349
2024-07-31,1,9,0,5.7,64,real_monthly_downscaled,349
2024-07-01,2,13,0,7.9,69,real_monthly_downscaled,473
2024-07-02,2,14,0,9.0,73,real_monthly_downscaled,473
2024-07-03,2,13,0,9.3,68,real_monthly_downscaled,473
2024-07-04,2,15,0,8.8,77,real_monthly_downscaled,473
2024-07-05,2,17,0,13.0,90,real_monthly_downscaled,473
2024-07-06,2,18,0,13.5,93,real_monthly_downscaled,473
2024-07-07,2,18,0,12.7,94,real_monthly_downscaled,473
2024-07-08,2,18,0,15.1,95,real_monthly_downscaled,473
2024-07-09,2,13,0,8.3,68,real_monthly_downscaled,473
2024-07-10,2,12,0,7.1,64,real_monthly_downscaled,473
2024-07-11,2,18,0,16.9,96,real_monthly_downscaled,473
2024-07-12,2,13,0,7.4,71,real_monthly_downscaled,473
2024-07-13,2,17,0,12.2,88,real_monthly_downscaled,473
2024-07-14,2,14,0,6.7,72,real_monthly_downscaled,473
2024-07-15,2,20,0,12.5,108,real_monthly_downscaled,473
2024-07-16,2,18,0,14.6,97,real_monthly_downscaled,473
2024-07-17,2,21,0,11.1,108,real_monthly_downscaled,473
2024-07-18,2,16,0,8.7,83,real_monthly_downscaled,473
2024-07-19,2,15,0,7.6,79,real_monthly_downscaled,473
2024-07-20,2,14,0,7.3,74,real_monthly_downscaled,473
2024-07-21,2,16,0,5.9,84,real_monthly_downscaled,473
2024-07-22,2,13,0,8.4,71,real_monthly_downscaled,473
2024-07-23,2,13,0,5.9,70,real_monthly_downscaled,473
2024-07-24,2,13,0,8.1,70,real_monthly_downscaled,473
2024-07-25,2,14,0,9.0,72,real_monthly_downscaled,473
2024-07-26,2,15,0,5.1,82,real_monthly_downscaled,473
2024-07-27,2,13,0,9.5,66,real_monthly_downscaled,473
2024-07-28,2,14,0,5.5,76,real_monthly_downscaled,473
2024-07-29,2,15,0,11.2,78,real_monthly_downscaled,473
2024-07-30,2,16,0,8.2,85,real_monthly_downscaled,473
2024-07-31,2,14,0,7.2,73,real_monthly_downscaled,473
2024-07-01,3,8,0,9.0,44,real_monthly_downscaled,252
2024-07-02,3,8,0,5.5,48,real_monthly_downscaled,252
2024-07-03,3,8,0,7.3,45,real_monthly_downscaled,252
2024-07-04,3,7,0,10.2,39,real_monthly_downscaled,252
2024-07-05,3,10,0,12.5,57,real_monthly_downscaled,252
2024-07-06,3,8,0,13.5,47,real_monthly_downscaled,252
2024-07-07,3,8,0,13.2,47,real_monthly_downscaled,252
2024-07-08,3,10,0,12.5,60,real_monthly_downscaled,252
2024-07-09,3,7,0,8.3,37,real_monthly_downscaled,252
2024-07-10,3,8,0,7.0,46,real_monthly_downscaled,252
2024-07-11,3,10,0,11.3,55,real_monthly_downscaled,252
2024-07-12,3,8,0,8.8,45,real_monthly_downscaled,252
2024-07-13,3,10,0,15.9,58,real_monthly_downscaled,252
2024-07-14,3,8,0,9.6,45,real_monthly_downscaled,252
2024-07-15,3,11,0,14.7,60,real_monthly_downscaled,252
2024-07-16,3,10,0,15.1,57,real_monthly_downscaled,252
2024-07-17,3,9,0,13.8,54,real_monthly_downscaled,252
2024-07-18,3,8,0,8.5,47,real_monthly_downscaled,252
2024-07-19,3,7,0,7.2,42,real_monthly_downscaled,252
2024-07-20,3,7,0,9.7,38,real_monthly_downscaled,252
2024-07-21,3,8,0,8.9,47,real_monthly_downscaled,252
2024-07-22,3,7,0,7.5,41,real_monthly_downscaled,252
2024-07-23,3,7,0,8.0,39,real_monthly_downscaled,252
2024-07-24,3,8,0,6.8,44,real_monthly_downscaled,252
2024-07-25,3,8,0,9.3,48,real_monthly_downscaled,252
2024-07-26,3,8,0,10.8,47,real_monthly_downscaled,252
2024-07-27,3,7,0,6.8,39,real_monthly_downscaled,252
2024-07-28,3,8,0,10.1,45,real_monthly_downscaled,252
2024-07-29,3,7,0,10.3,39,real_monthly_downscaled,252
2024-07-30,3,7,0,6.8,42,real_monthly_downscaled,252
2024-07-31,3,7,0,5.4,38,real_monthly_downscaled,252
2024-07-01,4,13,0,9.7,67,real_monthly_downscaled,385
2024-07-02,4,12,0,7.6,61,real_monthly_downscaled,385
2024-07-03,4,13,0,6.7,66,real_monthly_downscaled,385
2024-07-04,4,11,0,9.3,56,real_monthly_downscaled,385
2024-07-05,4,14,0,12.0,70,real_monthly_downscaled,385
2024-07-06,4,15,0,14.2,75,real_monthly_downscaled,385
2024-07-07,4,14,0,13.8,75,real_monthly_downscaled,385
2024-07-08,4,13,0,10.6,65,real_monthly_downscaled,385
2024-07-09,4,12,0,10.6,62,real_monthly_downscaled,385
2024-07-10,4,10,0,10.4,52,real_monthly_downscaled,385
2024-07-11,4,13,0,14.9,69,real_monthly_downscaled,385
2024-07-12,4,11,0,10.0,57,real_monthly_downscaled,385
2024-07-13,4,17,0,12.4,90,real_monthly_downscaled,385
2024-07-14,4,11,0,10.2,55,real_monthly_downscaled,385
2024-07-15,4,14,0,14.6,73,real_monthly_downscaled,385
2024-07-16,4,15,0,10.4,79,real_monthly_downscaled,385
2024-07-17,4,14,0,12.1,73,real_monthly_downscaled,385
2024-07-18,4,10,0,7.4,53,real_monthly_downscaled,385
2024-07-19,4,10,0,10.7,51,real_monthly_downscaled,385
2024-07-20,4,13,0,7.1,69,real_monthly_downscaled,385
2024-07-21,4,10,0,7.6,52,real_monthly_downscaled,385
2024-07-22,4,12,0,6.6,63,real_monthly_downscaled,385
2024-07-23,4,10,0,7.8,51,real_monthly_downscaled,385
2024-07-24,4,13,0,10.1,66,real_monthly_downscaled,385
2024-07-25,4,12,0,6.4,63,real_monthly_downscaled,385
2024-07-26,4,13,0,9.2,69,real_monthly_downscaled,385
2024-07-27,4,13,0,7.2,68,real_monthly_downscaled,385
2024-07-28,4,13,0,11.3,69,real_monthly_downscaled,385
2024-07-29,4,10,0,8.7,53,real_monthly_downscaled,385
2024-07-30,4,12,0,8.4,62,real_monthly_downscaled,385
2024-07-31,4,12,0,7.6,65,real_monthly_downscaled,385
2024-07-01,5,8,0,9.8,45,real_monthly_downscaled,249
2024-07-02,5,8,0,8.0,42,real_monthly_downscaled,249
2024-07-03,5,6,0,10.5,35,real_monthly_downscaled,249
2024-07-04,5,7,0,7.0,38,real_monthly_downscaled,249
2024-07-05,5,11,0,14.5,57,real_monthly_downscaled,249
2024-07-06,5,10,0,12.7,52,real_monthly_downscaled,249
2024-07-07,5,10,0,15.3,55,real_monthly_downscaled,249
2024-07-08,5,9,0,13.8,50,real_monthly_downscaled,249
2024-07-09,5,7,0,6.7,40,real_monthly_downscaled,249
2024-07-10,5,8,0,8.7,41,real_monthly_downscaled,249
2024-07-11,5,10,0,14.1,56,real_monthly_downscaled,249
2024-07-12,5,8,0,8.8,46,real_monthly_downscaled,249
2024-07-13,5,10,0,14.0,55,real_monthly_downscaled,249
2024-07-14,5,8,0,8.2,46,real_monthly_downscaled,249
2024-07-15,5,10,0,12.7,55,real_monthly_downscaled,249
2024-07-16,5,10,0,11.0,55,real_monthly_downscaled,249
2024-07-17,5,11,0,14.4,62,real_monthly_downscaled,249
2024-07-18,5,7,0,9.3,36,real_monthly_downscaled,249
2024-07-19,5,6,0,11.4,35,real_monthly_downscaled,249
2024-07-20,5,7,0,8.4,36,real_monthly_downscaled,249
2024-07-21,5,8,0,8.9,41,real_monthly_downscaled,249
2024-07-22,5,8,0,8.7,45,real_monthly_downscaled,249
2024-07-23,5,6,0,9.8,35,real_monthly_downscaled,249
2024-07-24,5,7,0,7.7,40,real_monthly_downscaled,249
2024-07-25,5,8,0,8.7,42,real_monthly_downscaled,249
2024-07-26,5,8,0,8.5,42,real_monthly_downscaled,249
2024-07-27,5,7,0,9.6,38,real_monthly_downscaled,249
2024-07-28,5,7,0,11.8,37,real_monthly_downscaled,249
2024-07-29,5,6,0,9.0,35,real_monthly_downscaled,249
2024-07-30,5,7,0,6.3,36,real_monthly_downscaled,249
2024-07-31,5,6,0,6.7,34,real_monthly_downscaled,249
2024-07-01,6,15,0,9.1,81,real_monthly_downscaled,544
2024-07-02,6,18,0,5.0,95,real_monthly_downscaled,544
2024-07-03,6,15,0,10.7,80,real_monthly_downscaled,544
2024-07-04,6,16,0,8.6,85,real_monthly_downscaled,544
2024-07-05,6,20,0,12.9,107,real_monthly_downscaled,544
2024-07-06,6,21,0,12.5,114,real_monthly_downscaled,544
2024-07-07,6,19,0,14.2,99,real_monthly_downscaled,544
2024-07-08,6,19,0,12.1,102,real_monthly_downscaled,544
2024-07-09,6,19,0,10.5,98,real_monthly_downscaled,544
2024-07-10,6,17,0,9.8,90,real_monthly_downscaled,544
2024-07-11,6,21,0,12.4,109,real_monthly_downscaled,544
2024-07-12,6,14,0,8.2,74,real_monthly_downscaled,544
2024-07-13,6,25,0,15.3,133,real_monthly_downscaled,544
2024-07-14,6,17,0,9.1,93,real_monthly_downscaled,544
2024-07-15,6,23,0,13.2,123,real_monthly_downscaled,544
2024-07-16,6,19,0,12.4,102,real_monthly_downscaled,544
2024-07-17,6,19,0,13.3,103,real_monthly_downscaled,544
2024-07-18,6,17,0,7.9,92,real_monthly_downscaled,544
2024-07-19,6,17,0,9.0,92,real_monthly_downscaled,544
2024-07-20,6,18,0,8.0,95,real_monthly_downscaled,544
2024-07-21,6,14,0,7.0,73,real_monthly_downscaled,544
2024-07-22,6,17,0,10.1,88,real_monthly_downscaled,544
2024-07-23,6,14,0,9.3,77,real_monthly_downscaled,544
2024-07-24,6,16,0,7.0,85,real_monthly_downscaled,544
2024-07-25,6,19,0,7.6,99,real_monthly_downscaled,544
2024-07-26,6,17,0,9.6,92,real_monthly_downscaled,544
2024-07-27,6,15,0,7.2,80,real_monthly_downscaled,544
2024-07-28,6,17,0,8.2,89,real_monthly_downscaled,544
2024-07-29,6,16,0,8.1,85,real_monthly_downscaled,544
2024-07-30,6,16,0,7.4,85,real_monthly_downscaled,544
2024-07-31,6,14,0,6.9,75,real_monthly_downscaled,544
2024-07-01,7,4,0,9.2,29,real_monthly_downscaled,172
2024-07-02,7,6,0,8.4,37,real_monthly_downscaled,172
2024-07-03,7,5,0,8.0,33,real_monthly_downscaled,172
